Name                                               Project              Compat              Latest               Kind         Platform
wayland-protocols-plasma->wayland-client           0.31.13              0.31.14             0.31.14              Normal       ---
wayland-protocols-plasma->wayland-protocols        0.32.11              0.32.12             0.32.12              Normal       ---
wayland-protocols-plasma->wayland-scanner          0.31.9               0.31.10             0.31.10              Normal       ---
wayland-protocols-wlr->bitflags                    2.10.0               2.13.0              2.13.0               Normal       ---
wayland-protocols-wlr->wayland-backend             0.3.14               0.3.15              0.3.15               Normal       ---
wayland-protocols-wlr->wayland-client              0.31.13              0.31.14             0.31.14              Normal       ---
wayland-protocols-wlr->wayland-protocols           0.32.11              0.32.12             0.32.12              Normal       ---
wayland-protocols-wlr->wayland-scanner             0.31.9               0.31.10             0.31.10              Normal       ---
wayland-scanner->quick-xml                         0.39.2               0.39.4              0.39.4               Normal       ---
wayland-scanner->quote                             1.0.40               1.0.45              1.0.45               Normal       ---
wayland-sys->log                                   0.4.29               0.4.32              0.4.32               Normal       ---
wayland-sys->once_cell                             1.21.3               1.21.4              1.21.4               Normal       ---
wayland-sys->pkg-config                            0.3.32               0.3.33              0.3.33               Build        ---
web-sys->js-sys                                    0.3.85               0.3.102             0.3.102              Normal       ---
web-sys->js-sys                                    0.3.85               0.3.102             Removed              Normal       ---
web-sys->js-sys                                    0.3.85               Removed             Removed              Normal       ---
web-sys->wasm-bindgen                              0.2.108              0.2.125             0.2.125              Normal       ---
web-sys->wasm-bindgen                              0.2.108              0.2.125             Removed              Normal       ---
web-sys->wasm-bindgen                              0.2.108              Removed             Removed              Normal       ---
web-time->js-sys                                   0.3.85               0.3.102             0.3.102              Normal       cfg(all(target_family = "wasm", target_os = "unknown"))
web-time->wasm-bindgen                             0.2.108              0.2.125             0.2.125              Normal       cfg(all(target_family = "wasm", target_os = "unknown"))
webbrowser->core-foundation                        0.10.0               0.10.1              0.10.1               Normal       cfg(target_os = "macos")
webbrowser->jni                                    0.22.3               0.22.4              0.22.4               Normal       cfg(target_os = "android")
webbrowser->log                                    0.4.29               0.4.32              0.4.32               Normal       ---
webbrowser->web-sys                                0.3.85               0.3.102             0.3.102              Normal       cfg(target_family = "wasm")
wgpu->bitflags                                     2.10.0               2.13.0              2.13.0               Normal       ---
wgpu->js-sys                                       0.3.85               0.3.102             0.3.102              Normal       cfg(all(target_arch = "wasm32", not(target_os = "emscripten")))
wgpu->log                                          0.4.29               0.4.32              0.4.32               Normal       ---
wgpu->naga                                         27.0.3               ---                 29.0.3               Normal       ---
wgpu->profiling                                    1.0.17               1.0.18              1.0.18               Normal       ---
wgpu->smallvec                                     1.15.1               1.15.2              1.15.2               Normal       cfg(all(target_arch = "wasm32", not(target_os = "emscripten")))
wgpu->wasm-bindgen                                 0.2.108              0.2.125             0.2.125              Normal       cfg(all(target_arch = "wasm32", not(target_os = "emscripten")))
wgpu->wasm-bindgen-futures                         0.4.58               0.4.75              0.4.75               Normal       cfg(all(target_arch = "wasm32", not(target_os = "emscripten")))
wgpu->web-sys                                      0.3.85               0.3.102             0.3.102              Normal       cfg(all(target_arch = "wasm32", not(target_os = "emscripten")))
wgpu->wgpu-core                                    27.0.3               ---                 29.0.3               Normal       ---
wgpu->wgpu-hal                                     27.0.4               ---                 29.0.3               Normal       cfg(all(target_arch = "wasm32", not(target_os = "emscripten")))
wgpu->wgpu-types                                   27.0.1               ---                 29.0.3               Normal       ---
wgpu-core->bit-set                                 0.8.0                ---                 0.9.1                Normal       ---
wgpu-core->bit-vec                                 0.8.0                ---                 0.9.1                Normal       ---
wgpu-core->bitflags                                2.10.0               2.13.0              2.13.0               Normal       ---
wgpu-core->indexmap                                2.13.0               2.14.0              2.14.0               Normal       ---
wgpu-core->log                                     0.4.29               0.4.32              0.4.32               Normal       ---
wgpu-core->naga                                    27.0.3               ---                 29.0.3               Normal       ---
wgpu-core->once_cell                               1.21.3               1.21.4              1.21.4               Normal       ---
wgpu-core->profiling                               1.0.17               1.0.18              1.0.18               Normal       ---
wgpu-core->smallvec                                1.15.1               1.15.2              1.15.2               Normal       ---
wgpu-core->wgpu-core-deps-apple                    27.0.0               ---                 29.0.3               Normal       cfg(target_vendor = "apple")
wgpu-core->wgpu-core-deps-emscripten               27.0.0               ---                 29.0.3               Normal       cfg(target_os = "emscripten")
wgpu-core->wgpu-core-deps-windows-linux-android    27.0.0               ---                 29.0.3               Normal       cfg(any(windows, target_os = "linux", target_os = "android", target_os = "freebsd"))
wgpu-core->wgpu-hal                                27.0.4               ---                 29.0.3               Normal       ---
wgpu-core->wgpu-types                              27.0.1               ---                 29.0.3               Normal       ---
wgpu-core-deps-apple->wgpu-hal                     27.0.4               ---                 29.0.3               Normal       cfg(target_vendor = "apple")
wgpu-core-deps-emscripten->wgpu-hal                27.0.4               ---                 29.0.3               Normal       cfg(target_os = "emscripten")
wgpu-core-deps-windows-linux-android->wgpu-hal     27.0.4               ---                 29.0.3               Normal       cfg(any(windows, target_os = "linux", target_os = "android", target_os = "freebsd"))
wgpu-hal->bit-set                                  0.8.0                ---                 0.9.1                Normal       cfg(windows)
wgpu-hal->bitflags                                 2.10.0               2.13.0              2.13.0               Normal       ---
wgpu-hal->block                                    0.1.6                ---                 Removed              Normal       cfg(target_vendor = "apple")
wgpu-hal->core-graphics-types                      0.2.0                ---                 Removed              Normal       cfg(target_vendor = "apple")
wgpu-hal->glow                                     0.16.0               ---                 0.17.0               Normal       ---
wgpu-hal->gpu-alloc                                0.6.0                ---                 Removed              Normal       cfg(not(target_arch = "wasm32"))
wgpu-hal->gpu-allocator                            0.27.0               ---                 0.28.0               Normal       cfg(windows)
wgpu-hal->js-sys                                   0.3.85               0.3.102             0.3.102              Normal       cfg(all(target_arch = "wasm32", not(target_os = "emscripten")))
wgpu-hal->libc                                     0.2.183              0.2.186             0.2.186              Normal       cfg(unix)
wgpu-hal->log                                      0.4.29               0.4.32              0.4.32               Normal       ---
wgpu-hal->metal                                    0.32.0               ---                 Removed              Normal       cfg(target_vendor = "apple")
wgpu-hal->naga                                     27.0.3               ---                 29.0.3               Normal       ---
wgpu-hal->objc                                     0.2.7                ---                 Removed              Normal       cfg(target_vendor = "apple")
wgpu-hal->once_cell                                1.21.3               1.21.4              1.21.4               Normal       cfg(windows)
wgpu-hal->ordered-float                            5.1.0                5.3.0               5.3.0                Normal       ---
wgpu-hal->portable-atomic-util                     0.2.6                0.2.7               0.2.7                Normal       cfg(not(target_has_atomic = "ptr"))
wgpu-hal->profiling                                1.0.17               1.0.18              1.0.18               Normal       ---
wgpu-hal->smallvec                                 1.15.1               1.15.2              1.15.2               Normal       cfg(not(target_arch = "wasm32"))
wgpu-hal->wasm-bindgen                             0.2.108              0.2.125             0.2.125              Normal       cfg(all(target_arch = "wasm32", not(target_os = "emscripten")))
wgpu-hal->web-sys                                  0.3.85               0.3.102             0.3.102              Normal       cfg(all(target_arch = "wasm32", not(target_os = "emscripten")))
wgpu-hal->wgpu-types                               27.0.1               ---                 29.0.3               Normal       ---
wgpu-hal->windows                                  0.58.0               ---                 0.62.2               Normal       cfg(windows)
wgpu-hal->windows-core                             0.58.0               ---                 0.62.2               Normal       cfg(windows)
wgpu-types->bitflags                               2.10.0               2.13.0              2.13.0               Normal       ---
wgpu-types->js-sys                                 0.3.85               0.3.102             0.3.102              Normal       cfg(target_arch = "wasm32")
wgpu-types->log                                    0.4.29               0.4.32              0.4.32               Normal       ---
wgpu-types->thiserror                              2.0.18               ---                 Removed              Normal       ---
wgpu-types->web-sys                                0.3.85               0.3.102             0.3.102              Normal       cfg(target_arch = "wasm32")
windows->windows-collections                       0.2.0                ---                 0.3.2                Normal       ---
windows->windows-core                              0.58.0               ---                 0.62.2               Normal       ---
windows->windows-core                              0.61.2               ---                 0.62.2               Normal       ---
windows->windows-future                            0.2.1                ---                 0.3.2                Normal       ---
windows->windows-link                              0.1.3                ---                 Removed              Normal       ---
windows->windows-numerics                          0.2.0                ---                 0.3.1                Normal       ---
windows->windows-targets                           0.52.6               ---                 Removed              Normal       ---
windows-collections->windows-core                  0.61.2               ---                 0.62.2               Normal       ---
windows-core->windows-implement                    0.58.0               ---                 0.60.2               Normal       ---
windows-core->windows-interface                    0.58.0               ---                 0.59.3               Normal       ---
windows-core->windows-link                         0.1.3                ---                 0.2.1                Normal       ---
windows-core->windows-result                       0.2.0                ---                 0.4.1                Normal       ---
windows-core->windows-result                       0.3.4                ---                 0.4.1                Normal       ---
windows-core->windows-strings                      0.1.0                ---                 0.5.1                Normal       ---
windows-core->windows-strings                      0.4.2                ---                 0.5.1                Normal       ---
windows-core->windows-targets                      0.52.6               ---                 Removed              Normal       ---
windows-future->windows-core                       0.61.2               ---                 0.62.2               Normal       ---
windows-future->windows-link                       0.1.3                ---                 0.2.1                Normal       ---
windows-future->windows-threading                  0.1.0                ---                 0.2.1                Normal       ---
windows-implement->quote                           1.0.40               1.0.45              1.0.45               Normal       ---
windows-implement->syn                             2.0.114              2.0.117             2.0.117              Normal       ---
windows-interface->quote                           1.0.40               1.0.45              1.0.45               Normal       ---
windows-interface->syn                             2.0.114              2.0.117             2.0.117              Normal       ---
windows-numerics->windows-core                     0.61.2               ---                 0.62.2               Normal       ---
windows-numerics->windows-link                     0.1.3                ---                 0.2.1                Normal       ---
windows-result->windows-link                       0.1.3                ---                 0.2.1                Normal       ---
windows-result->windows-targets                    0.52.6               ---                 Removed              Normal       ---
windows-strings->windows-link                      0.1.3                ---                 0.2.1                Normal       ---
windows-strings->windows-result                    0.2.0                ---                 Removed              Normal       ---
windows-strings->windows-targets                   0.52.6               ---                 Removed              Normal       ---
windows-sys->windows-link                          0.2.1                ---                 Removed              Normal       ---
windows-sys->windows-targets                       0.42.2               Removed             Removed              Normal       cfg(not(windows_raw_dylib))
windows-sys->windows-targets                       0.52.6               0.53.5              0.53.5               Normal       ---
windows-targets->windows_aarch64_gnullvm           0.42.2               Removed             Removed              Normal       aarch64-pc-windows-gnullvm
windows-targets->windows_aarch64_gnullvm           0.52.6               ---                 Removed              Normal       aarch64-pc-windows-gnullvm
windows-targets->windows_aarch64_gnullvm           0.52.6               0.53.1              0.53.1               Normal       aarch64-pc-windows-gnullvm
windows-targets->windows_aarch64_msvc              0.42.2               Removed             Removed              Normal       aarch64-pc-windows-msvc
windows-targets->windows_aarch64_msvc              0.52.6               ---                 Removed              Normal       cfg(all(target_arch = "aarch64", target_env = "msvc", not(windows_raw_dylib)))
windows-targets->windows_aarch64_msvc              0.52.6               0.53.1              0.53.1               Normal       cfg(all(target_arch = "aarch64", target_env = "msvc", not(windows_raw_dylib)))
windows-targets->windows_i686_gnu                  0.42.2               Removed             Removed              Normal       i686-pc-windows-gnu
windows-targets->windows_i686_gnu                  0.52.6               ---                 Removed              Normal       cfg(all(target_arch = "x86", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))
windows-targets->windows_i686_gnu                  0.52.6               0.53.1              0.53.1               Normal       cfg(all(target_arch = "x86", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))
windows-targets->windows_i686_gnullvm              0.52.6               ---                 Removed              Normal       i686-pc-windows-gnullvm
windows-targets->windows_i686_gnullvm              0.52.6               0.53.1              0.53.1               Normal       i686-pc-windows-gnullvm
windows-targets->windows_i686_msvc                 0.42.2               Removed             Removed              Normal       i686-pc-windows-msvc
windows-targets->windows_i686_msvc                 0.52.6               ---                 Removed              Normal       cfg(all(target_arch = "x86", target_env = "msvc", not(windows_raw_dylib)))
windows-targets->windows_i686_msvc                 0.52.6               0.53.1              0.53.1               Normal       cfg(all(target_arch = "x86", target_env = "msvc", not(windows_raw_dylib)))
windows-targets->windows_x86_64_gnu                0.42.2               Removed             Removed              Normal       x86_64-pc-windows-gnu
windows-targets->windows_x86_64_gnu                0.52.6               ---                 Removed              Normal       cfg(all(target_arch = "x86_64", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))
windows-targets->windows_x86_64_gnu                0.52.6               0.53.1              0.53.1               Normal       cfg(all(target_arch = "x86_64", target_env = "gnu", not(target_abi = "llvm"), not(windows_raw_dylib)))
windows-targets->windows_x86_64_gnullvm            0.42.2               Removed             Removed              Normal       x86_64-pc-windows-gnullvm
windows-targets->windows_x86_64_gnullvm            0.52.6               ---                 Removed              Normal       x86_64-pc-windows-gnullvm
windows-targets->windows_x86_64_gnullvm            0.52.6               0.53.1              0.53.1               Normal       x86_64-pc-windows-gnullvm
windows-targets->windows_x86_64_msvc               0.42.2               Removed             Removed              Normal       x86_64-pc-windows-msvc
windows-targets->windows_x86_64_msvc               0.52.6               ---                 Removed              Normal       cfg(all(any(target_arch = "x86_64", target_arch = "arm64ec"), target_env = "msvc", not(windows_raw_dylib)))
windows-targets->windows_x86_64_msvc               0.52.6               0.53.1              0.53.1               Normal       cfg(all(any(target_arch = "x86_64", target_arch = "arm64ec"), target_env = "msvc", not(windows_raw_dylib)))
windows-threading->windows-link                    0.1.3                ---                 0.2.1                Normal       ---
winit->android-activity                            0.6.0                0.6.1               0.6.1                Normal       cfg(target_os = "android")
winit->bitflags                                    2.10.0               2.13.0              2.13.0               Normal       ---
winit->js-sys                                      0.3.85               0.3.102             0.3.102              Normal       cfg(target_family = "wasm")
winit->libc                                        0.2.183              0.2.186             0.2.186              Normal       cfg(all(unix, not(any(target_os = "redox", target_family = "wasm", target_os = "android", target_os = "ios", target_os = "macos"))))
winit->orbclient                                   0.3.51               0.3.55              0.3.55               Normal       cfg(target_os = "redox")
winit->pin-project                                 1.1.11               1.1.13              1.1.13               Normal       cfg(target_family = "wasm")
winit->unicode-segmentation                        1.12.0               1.13.3              1.13.3               Normal       cfg(target_os = "windows")
winit->wasm-bindgen                                0.2.108              0.2.125             0.2.125              Normal       cfg(target_family = "wasm")
winit->wasm-bindgen-futures                        0.4.58               0.4.75              0.4.75               Normal       cfg(target_family = "wasm")
winit->wayland-backend                             0.3.14               0.3.15              0.3.15               Normal       cfg(all(unix, not(any(target_os = "redox", target_family = "wasm", target_os = "android", target_os = "ios", target_os = "macos"))))
winit->wayland-client                              0.31.13              0.31.14             0.31.14              Normal       cfg(all(unix, not(any(target_os = "redox", target_family = "wasm", target_os = "android", target_os = "ios", target_os = "macos"))))
winit->wayland-protocols                           0.32.11              0.32.12             0.32.12              Normal       cfg(all(unix, not(any(target_os = "redox", target_family = "wasm", target_os = "android", target_os = "ios", target_os = "macos"))))
winit->wayland-protocols-plasma                    0.3.11               0.3.12              0.3.12               Normal       cfg(all(unix, not(any(target_os = "redox", target_family = "wasm", target_os = "android", target_os = "ios", target_os = "macos"))))
winit->web-sys                                     0.3.85               0.3.102             0.3.102              Normal       cfg(target_family = "wasm")
winnow->memchr                                     2.8.0                2.8.2               2.8.2                Normal       ---
winnow->memchr                                     2.8.0                2.8.2               Removed              Normal       ---
wit-bindgen->wit-bindgen-rust-macro                0.51.0               Removed             Removed              Normal       ---
wit-bindgen-core->anyhow                           1.0.102              Removed             Removed              Normal       ---
wit-bindgen-core->heck                             0.5.0                Removed             Removed              Normal       ---
wit-bindgen-core->wit-parser                       0.244.0              Removed             Removed              Normal       ---
wit-bindgen-rust->anyhow                           1.0.102              Removed             Removed              Normal       ---
wit-bindgen-rust->heck                             0.5.0                Removed             Removed              Normal       ---
wit-bindgen-rust->indexmap                         2.13.0               2.14.0              2.14.0               Normal       ---
wit-bindgen-rust->indexmap                         2.13.0               Removed             Removed              Normal       ---
wit-bindgen-rust->prettyplease                     0.2.37               Removed             Removed              Normal       ---
wit-bindgen-rust->syn                              2.0.114              2.0.117             2.0.117              Normal       ---
wit-bindgen-rust->syn                              2.0.114              Removed             Removed              Normal       ---
wit-bindgen-rust->wasm-metadata                    0.244.0              Removed             Removed              Normal       ---
wit-bindgen-rust->wit-bindgen-core                 0.51.0               Removed             Removed              Normal       ---
wit-bindgen-rust->wit-component                    0.244.0              Removed             Removed              Normal       ---
wit-bindgen-rust-macro->anyhow                     1.0.102              Removed             Removed              Normal       ---
wit-bindgen-rust-macro->prettyplease               0.2.37               Removed             Removed              Normal       ---
wit-bindgen-rust-macro->proc-macro2                1.0.106              Removed             Removed              Normal       ---
wit-bindgen-rust-macro->quote                      1.0.40               1.0.45              1.0.45               Normal       ---
wit-bindgen-rust-macro->quote                      1.0.40               Removed             Removed              Normal       ---
wit-bindgen-rust-macro->syn                        2.0.114              2.0.117             2.0.117              Normal       ---
wit-bindgen-rust-macro->syn                        2.0.114              Removed             Removed              Normal       ---
wit-bindgen-rust-macro->wit-bindgen-core           0.51.0               Removed             Removed              Normal       ---
wit-bindgen-rust-macro->wit-bindgen-rust           0.51.0               Removed             Removed              Normal       ---
wit-component->anyhow                              1.0.102              Removed             Removed              Normal       ---
wit-component->bitflags                            2.10.0               2.13.0              2.13.0               Normal       ---
wit-component->bitflags                            2.10.0               Removed             Removed              Normal       ---
wit-component->indexmap                            2.13.0               2.14.0              2.14.0               Normal       ---
wit-component->indexmap                            2.13.0               Removed             Removed              Normal       ---
wit-component->log                                 0.4.29               0.4.32              0.4.32               Normal       ---
wit-component->log                                 0.4.29               Removed             Removed              Normal       ---
wit-component->serde                               1.0.228              Removed             Removed              Normal       ---
wit-component->serde_derive                        1.0.228              Removed             Removed              Normal       ---
wit-component->serde_json                          1.0.150              Removed             Removed              Normal       ---
wit-component->wasm-encoder                        0.244.0              Removed             Removed              Normal       ---
wit-component->wasm-metadata                       0.244.0              Removed             Removed              Normal       ---
wit-component->wasmparser                          0.244.0              Removed             Removed              Normal       ---
wit-component->wit-parser                          0.244.0              Removed             Removed              Normal       ---
wit-parser->anyhow                                 1.0.102              Removed             Removed              Normal       ---
wit-parser->id-arena                               2.3.0                Removed             Removed              Normal       ---
wit-parser->indexmap                               2.13.0               2.14.0              2.14.0               Normal       ---
wit-parser->indexmap                               2.13.0               Removed             Removed              Normal       ---
wit-parser->log                                    0.4.29               0.4.32              0.4.32               Normal       ---
wit-parser->log                                    0.4.29               Removed             Removed              Normal       ---
wit-parser->semver                                 1.0.27               1.0.28              1.0.28               Normal       ---
wit-parser->semver                                 1.0.27               Removed             Removed              Normal       ---
wit-parser->serde                                  1.0.228              Removed             Removed              Normal       ---
wit-parser->serde_derive                           1.0.228              Removed             Removed              Normal       ---
wit-parser->serde_json                             1.0.150              Removed             Removed              Normal       ---
wit-parser->unicode-xid                            0.2.6                Removed             Removed              Normal       ---
wit-parser->wasmparser                             0.244.0              Removed             Removed              Normal       ---
x11-dl->libc                                       0.2.183              0.2.186             0.2.186              Normal       ---
x11-dl->once_cell                                  1.21.3               1.21.4              1.21.4               Normal       ---
x11-dl->pkg-config                                 0.3.32               0.3.33              0.3.33               Build        ---
x11rb->libc                                        0.2.183              0.2.186             0.2.186              Normal       ---
x11rb->once_cell                                   1.21.3               1.21.4              1.21.4               Normal       ---
xkbcommon-dl->bitflags                             2.10.0               2.13.0              2.13.0               Normal       ---
xkbcommon-dl->log                                  0.4.29               0.4.32              0.4.32               Normal       ---
xkbcommon-dl->once_cell                            1.21.3               1.21.4              1.21.4               Normal       ---
yoke->yoke-derive                                  0.8.1                0.8.2               0.8.2                Normal       ---
yoke->zerofrom                                     0.1.6                0.1.8               0.1.8                Normal       ---
yoke-derive->quote                                 1.0.40               1.0.45              1.0.45               Normal       ---
yoke-derive->syn                                   2.0.114              2.0.117             2.0.117              Normal       ---
zbus->async-broadcast                              0.7.2                ---                 Removed              Normal       ---
zbus->async-executor                               1.14.0               ---                 Removed              Normal       ---
zbus->async-io                                     2.6.0                ---                 Removed              Normal       ---
zbus->async-lock                                   3.4.2                ---                 Removed              Normal       ---
zbus->async-process                                2.5.0                ---                 Removed              Normal       ---
zbus->async-recursion                              1.1.1                ---                 Removed              Normal       cfg(unix)
zbus->async-task                                   4.7.1                ---                 Removed              Normal       ---
zbus->async-trait                                  0.1.89               ---                 Removed              Normal       ---
zbus->blocking                                     1.6.2                ---                 Removed              Normal       ---
zbus->enumflags2                                   0.7.12               ---                 Removed              Normal       ---
zbus->event-listener                               5.4.1                ---                 Removed              Normal       ---
zbus->futures-core                                 0.3.32               ---                 Removed              Normal       ---
zbus->futures-lite                                 2.6.1                ---                 Removed              Normal       ---
zbus->hex                                          0.4.3                ---                 Removed              Normal       ---
zbus->libc                                         0.2.183              0.2.186             0.2.186              Normal       cfg(unix)
zbus->libc                                         0.2.183              0.2.186             Removed              Normal       cfg(unix)
zbus->ordered-stream                               0.2.0                ---                 Removed              Normal       ---
zbus->rustix                                       1.1.4                ---                 Removed              Normal       cfg(unix)
zbus->serde                                        1.0.228              ---                 Removed              Normal       ---
zbus->serde_repr                                   0.1.20               ---                 Removed              Normal       ---
zbus->tracing                                      0.1.44               ---                 Removed              Normal       ---
zbus->uds_windows                                  1.2.1                ---                 Removed              Normal       cfg(windows)
zbus->uuid                                         1.22.0               1.23.3              1.23.3               Normal       ---
zbus->uuid                                         1.22.0               1.23.3              Removed              Normal       ---
zbus->windows-sys                                  0.61.2               ---                 Removed              Normal       cfg(windows)
zbus->winnow                                       0.7.15               1.0.3               1.0.3                Normal       ---
zbus->winnow                                       0.7.15               1.0.3               Removed              Normal       ---
zbus->zbus_macros                                  5.14.0               5.16.0              5.16.0               Normal       ---
zbus->zbus_macros                                  5.14.0               5.16.0              Removed              Normal       ---
zbus->zbus_names                                   4.3.1                4.3.2               4.3.2                Normal       ---
zbus->zbus_names                                   4.3.1                4.3.2               Removed              Normal       ---
zbus->zvariant                                     5.10.0               5.12.0              5.12.0               Normal       ---
zbus->zvariant                                     5.10.0               5.12.0              Removed              Normal       ---
zbus-lockstep->zbus_xml                            5.1.0                5.1.1               5.1.1                Normal       ---
zbus-lockstep->zbus_xml                            5.1.0                5.1.1               Removed              Normal       ---
zbus-lockstep->zvariant                            5.10.0               5.12.0              5.12.0               Normal       ---
zbus-lockstep->zvariant                            5.10.0               5.12.0              Removed              Normal       ---
zbus-lockstep-macros->proc-macro2                  1.0.106              ---                 Removed              Normal       ---
zbus-lockstep-macros->quote                        1.0.40               1.0.45              1.0.45               Normal       ---
zbus-lockstep-macros->quote                        1.0.40               1.0.45              Removed              Normal       ---
zbus-lockstep-macros->syn                          2.0.114              2.0.117             2.0.117              Normal       ---
zbus-lockstep-macros->syn                          2.0.114              2.0.117             Removed              Normal       ---
zbus-lockstep-macros->zbus-lockstep                0.5.2                ---                 Removed              Normal       ---
zbus-lockstep-macros->zbus_xml                     5.1.0                5.1.1               5.1.1                Normal       ---
zbus-lockstep-macros->zbus_xml                     5.1.0                5.1.1               Removed              Normal       ---
zbus-lockstep-macros->zvariant                     5.10.0               5.12.0              5.12.0               Normal       ---
zbus-lockstep-macros->zvariant                     5.10.0               5.12.0              Removed              Normal       ---
zbus_macros->proc-macro-crate                      3.5.0                ---                 Removed              Normal       ---
zbus_macros->proc-macro2                           1.0.106              ---                 Removed              Normal       ---
zbus_macros->quote                                 1.0.40               1.0.45              1.0.45               Normal       ---
zbus_macros->quote                                 1.0.40               1.0.45              Removed              Normal       ---
zbus_macros->syn                                   2.0.114              2.0.117             2.0.117              Normal       ---
zbus_macros->syn                                   2.0.114              2.0.117             Removed              Normal       ---
zbus_macros->zbus_names                            4.3.1                4.3.2               4.3.2                Normal       ---
zbus_macros->zbus_names                            4.3.1                4.3.2               Removed              Normal       ---
zbus_macros->zvariant                              5.10.0               5.12.0              5.12.0               Normal       ---
zbus_macros->zvariant                              5.10.0               5.12.0              Removed              Normal       ---
zbus_macros->zvariant_utils                        3.3.0                3.4.0               3.4.0                Normal       ---
zbus_macros->zvariant_utils                        3.3.0                3.4.0               Removed              Normal       ---
zbus_names->serde                                  1.0.228              ---                 Removed              Normal       ---
zbus_names->winnow                                 0.7.15               1.0.3               1.0.3                Normal       ---
zbus_names->winnow                                 0.7.15               1.0.3               Removed              Normal       ---
zbus_names->zvariant                               5.10.0               5.12.0              5.12.0               Normal       ---
zbus_names->zvariant                               5.10.0               5.12.0              Removed              Normal       ---
zbus_xml->quick-xml                                0.38.4               0.39.4              0.39.4               Normal       ---
zbus_xml->quick-xml                                0.38.4               0.39.4              Removed              Normal       ---
zbus_xml->serde                                    1.0.228              ---                 Removed              Normal       ---
zbus_xml->zbus_names                               4.3.1                4.3.2               4.3.2                Normal       ---
zbus_xml->zbus_names                               4.3.1                4.3.2               Removed              Normal       ---
zbus_xml->zvariant                                 5.10.0               5.12.0              5.12.0               Normal       ---
zbus_xml->zvariant                                 5.10.0               5.12.0              Removed              Normal       ---
zerocopy->zerocopy-derive                          0.8.36               0.8.52              0.8.52               Normal       ---
zerocopy-derive->quote                             1.0.40               1.0.45              1.0.45               Normal       ---
zerocopy-derive->syn                               2.0.114              2.0.117             2.0.117              Normal       ---
zerofrom->zerofrom-derive                          0.1.6                0.1.7               0.1.7                Normal       ---
zerofrom-derive->quote                             1.0.40               1.0.45              1.0.45               Normal       ---
zerofrom-derive->syn                               2.0.114              2.0.117             2.0.117              Normal       ---
zerotrie->displaydoc                               0.2.5                0.2.6               0.2.6                Normal       ---
zerotrie->yoke                                     0.8.1                0.8.3               0.8.3                Normal       ---
zerotrie->zerofrom                                 0.1.6                0.1.8               0.1.8                Normal       ---
zerovec->yoke                                      0.8.1                0.8.3               0.8.3                Normal       ---
zerovec->zerofrom                                  0.1.6                0.1.8               0.1.8                Normal       ---
zerovec->zerovec-derive                            0.11.2               0.11.3              0.11.3               Normal       ---
zerovec-derive->quote                              1.0.40               1.0.45              1.0.45               Normal       ---
zerovec-derive->syn                                2.0.114              2.0.117             2.0.117              Normal       ---
zvariant->endi                                     1.1.1                ---                 Removed              Normal       ---
zvariant->enumflags2                               0.7.12               ---                 Removed              Normal       ---
zvariant->serde                                    1.0.228              ---                 Removed              Normal       ---
zvariant->winnow                                   0.7.15               1.0.3               1.0.3                Normal       ---
zvariant->winnow                                   0.7.15               1.0.3               Removed              Normal       ---
zvariant->zvariant_derive                          5.10.0               5.12.0              5.12.0               Normal       ---
zvariant->zvariant_derive                          5.10.0               5.12.0              Removed              Normal       ---
zvariant->zvariant_utils                           3.3.0                3.4.0               3.4.0                Normal       ---
zvariant->zvariant_utils                           3.3.0                3.4.0               Removed              Normal       ---
zvariant_derive->proc-macro-crate                  3.5.0                ---                 Removed              Normal       ---
zvariant_derive->proc-macro2                       1.0.106              ---                 Removed              Normal       ---
zvariant_derive->quote                             1.0.40               1.0.45              1.0.45               Normal       ---
zvariant_derive->quote                             1.0.40               1.0.45              Removed              Normal       ---
zvariant_derive->syn                               2.0.114              2.0.117             2.0.117              Normal       ---
zvariant_derive->syn                               2.0.114              2.0.117             Removed              Normal       ---
zvariant_derive->zvariant_utils                    3.3.0                3.4.0               3.4.0                Normal       ---
zvariant_derive->zvariant_utils                    3.3.0                3.4.0               Removed              Normal       ---
zvariant_utils->proc-macro2                        1.0.106              ---                 Removed              Normal       ---
zvariant_utils->quote                              1.0.40               1.0.45              1.0.45               Normal       ---
zvariant_utils->quote                              1.0.40               1.0.45              Removed              Normal       ---
zvariant_utils->serde                              1.0.228              ---                 Removed              Normal       ---
zvariant_utils->syn                                2.0.114              2.0.117             2.0.117              Normal       ---
zvariant_utils->syn                                2.0.114              2.0.117             Removed              Normal       ---
zvariant_utils->winnow                             0.7.15               1.0.3               1.0.3                Normal       ---
zvariant_utils->winnow                             0.7.15               1.0.3               Removed              Normal       ---
